Código,Fecha Depósito,Nombre entidad que deposita,Texto depositado,Pólizas/Cláusulas,Temas,Res. Autoriza,Res. Prohibición
CAD120170197,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR SALIDA DE MAR
","POL120170184
","- Multirriesgo
", - , - 
CAD120170196,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR ROTURAS DE CAÑERÍAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES
","POL120170184
","- Multirriesgo
", - , - 
CAD120170195,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE DAÑOS MATERIALES POR CHOQUE O COLISIÓN CON OBJETOS FLOTANTES, INCLUYENDO NAVES","POL120170184
","- Multirriesgo
", - , - 
CAD120170194,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR EL PESO DE HIELO O NIEVE,"POL120170184
","- Multirriesgo
", - , - 
CAD120170193,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR FILTRACION DE LLUVIA, INUNDACION Y DESBORDAMIENTO DE CAUCES","POL120170184
","- Multirriesgo
", - , - 
CAD120170192,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR FILTRACION DE LLUVIA,INUNDACION Y DESBORDAMIENTO DE CAUCES","POL120170184
","- Multirriesgo
", - , - 
CAD120170191,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR COMBUSTIÓN ESPONTANEA,"POL120170184
","- Multirriesgo
", - , - 
CAD120170190,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,CLAUSULA DE COLAPSO DE EDIFICIO,"POL120170184
","- Multirriesgo
", - , - 
CAD120170189,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,"CLAUSULA DE AVALANCHAS, ALUVIONES O DESLIZAMIENTOS","POL120170184
","- Multirriesgo
", - , - 
CAD120170188,25/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,CLAUSULA DE DAÑOS MATERIALES CAUSADOS POR AERONAVES,"POL120170184
","- Multirriesgo
", - , - 
POL320170187,21/09/2017,SEGUROS CLC S.A.,PÓLIZA DE SEGURO INDIVIDUAL PARA PRESTACIONES MÉDICAS POR ACCIDENTE,"CAD320220022
","- Accidentes Personales
", - , - 
POL120170186,15/09/2017,COMPAÑIA DE SEGUROS DE CREDITO CONTINENTAL S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL120170185,15/09/2017,COMPAÑIA DE SEGUROS DE CREDITO CONTINENTAL S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO ,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL120170184,13/09/2017,CHILENA CONSOLIDADA SEGUROS GENERALES S.A.,PÓLIZA DE SEGURO PARA VEHÍCULOS MOTORIZADOS Y CASA HABITACION,"CAD120170188
CAD120170189
CAD120170190
CAD120170191
CAD120170192
CAD120170193
CAD120170194
CAD120170195
CAD120170196
CAD120170197
CAD120170198
CAD120170199
CAD120170200
","- Multirriesgo
", - , - 
CAD320170183,11/09/2017,AIG CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,"Cláusula de Muerte Accidental, Incapacidad Temporal y Permanente y Desmembramiento adicional al Seguro en Viaje","POL120170182
","- Otro tema
", - , - 
POL120170182,11/09/2017,AIG CHILE COMPAÑIA DE SEGUROS GENERALES S.A.,Seguro en Viaje,"CAD320170183
","- Otro tema
", - , - 
POL320170181,07/09/2017,HDI SEGUROS DE VIDA S.A.,PÓLIZA DE SEGURO CARDIOVASCULAR ,,"- Salud
", - , - 
POL220170180,07/09/2017,BICE VIDA COMPAÑIA DE SEGUROS S.A.,SEGURO DE VIDA INDIVIDUAL CON BENEFICIO POR PERMANENCIA,"CAD220140258
CAD320160026
CAD320160027
","- Vida
", - , - 
CAD320170179,31/08/2017,COMPAÑIA DE SEGUROS CONFUTURO S.A.,CLÁUSULA ADICIONAL SEGURO DE SALUD ONCOLÓGICO,"POL320170178
","- Salud
", - , - 
POL320170178,31/08/2017,COMPAÑIA DE SEGUROS CONFUTURO S.A.,PÓLIZA MUERTE ACCIDENTAL,"CAD320170179
","- Accidentes Personales
", - , - 
CAD220170177,29/08/2017,COLMENA COMPAÑIA DE SEGUROS DE VIDA S.A.,CLÁUSULA ADICIONAL DE FALLECIMIENTO,"POL320170176
","- Vida
", - , - 
POL320170176,29/08/2017,COLMENA COMPAÑIA DE SEGUROS DE VIDA S.A.,SEGURO DE ACCIDENTES PERSONALES,"CAD220170177
","- Accidentes Personales
", - , - 
POL220170175,28/08/2017,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,SEGURO DE VIDA INDIVIDUAL VINCULADO A ACTIVOS DE INVERSIÓN,"CAD220170027
","- Vida Flexible
", - , - 
POL120170174,28/08/2017,COMPAÑIA DE SEGUROS GENERALES PENTA S.A.,POLIZA DE SEGURO PARA EQUIPOS DE ACUICULTURA,,"- Otro tema
", - , - 
POL120170173,28/08/2017,COMPAÑIA DE SEGUROS GENERALES PENTA S.A.,POLIZA DE SEGURO PARA RIESGOS DE ACUICULTURA,,"- Varios Seg. Generales
", - , - 
POL120170172,28/08/2017,SEGUROS FALABELLA CORREDORES LIMITADA,POLIZA DE SEGURO POR DESEMPLEO O INCAPACIDAD TEMPORAL,,"- Varios Seg. Generales
", - , - 
POL320170171,25/08/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,"CAD220130244
CAD320160241
","- Salud
", - , - 
POL320170170,24/08/2017,SEGUROS CLC S.A.,PÓLIZA DE SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS DE MATERNIDAD,,"- Salud
", - , - 
POL220170169,24/08/2017,SEGUROS DE VIDA SURA S.A.,SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220131344
CAD220131345
CAD220131346
","- Vida
- Vida Flexible
", - , - 
CAD120170168,22/08/2017,ALTER CORREDORES DE SEGUROS Y SERVICIOS LIMITADA,CLÁUSULA ADICIONAL DE COLAPSO DE EDIFICIO,"POL120130781
","- Multirriesgo
", - , - 
CAD120170167,22/08/2017,ALTER CORREDORES DE SEGUROS Y SERVICIOS LIMITADA,"CLAUSULA ADICIONAL DE DAÑOS FISICOS CAUSADOS POR ROTURA DE
CAÑERIAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES","POL120130781
","- Multirriesgo
", - , - 
CAD120170166,22/08/2017,ALTER CORREDORES DE SEGUROS Y SERVICIOS LIMITADA,CLAUSULA DE COLAPSO DE EDIFICIO,"POL120130781
","- Multirriesgo
", - , - 
POL120170165,22/08/2017,MAPFRE COMPAÑIA DE SEGUROS GENERALES DE CHILE S.A.,"PÓLIZA DE SEGURO DE GARANTÍA PARA LICITACIONES, PROPUESTAS O SUBASTAS PÚBLICAS O PRIVADAS, DE CARÁCTER IRREVOCABLE Y DE EJECUCIÓN INMEDIATA",,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
CAD320170164,22/08/2017,BANCHILE SEGUROS DE VIDA S.A.,CLAUSULA MUERTE ACCIDENTAL,"POL320131228
","- Accidentes Personales
", - , - 
POL120170163,21/08/2017,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,POLIZA DE SEGURO POR DESEMPLEO O INCAPACIDAD TEMPORAL,,"- Otro tema
", - , - 
CAD120170162,16/08/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLAUSULA ADICIONAL DE ROBO DE ACCESORIOS,"POL120160245
POL120180018
","- Vehiculos Motorizados
", - , - 
POL220170161,16/08/2017,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO DE VIDA INDIVIDUAL PARA LA EDUCACIÓN SUPERIOR,"CAD220170145
CAD220180102
CAD320140215
CAD320140231
CAD320140232
CAD320180106
","- Vida Flexible
", - , - 
CAD220170160,11/08/2017,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE INCAPACIDAD LABORAL,"POL220130974
","- Vida
", - , - 
POL320170159,07/08/2017,SEGUROS CLC S.A.,PÓLIZA DE SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS DERIVADAS DE ENFERMEDAD,,"- Salud
", - , - 
POL120170158,07/08/2017,CESCE CHILE ASEGURADORA S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL320170157,04/08/2017,HDI SEGUROS DE VIDA S.A.,PÓLIZA DE SEGURO DE INFARTO AL MIOCARDIO Y ENFERMEDAD CORONARIA ,,"- Salud
", - , - 
CAD220170156,24/07/2017,COMPAÑIA DE SEGUROS DE VIDA CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE INCAPACIDAD LABORAL,"POL220130974
","- Vida
", - , - 
POL320170155,24/07/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA ENFERMEDADES GRAVES,,"- Salud
", - , - 
POL220170154,21/07/2017,BICE VIDA COMPAÑIA DE SEGUROS S.A.,POLIZA DE SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220130957
CAD220131572
CAD220140258
","- Vida
- Vida Flexible
", - , - 
POL220170153,21/07/2017,SEGUROS VIDA SECURITY  PREVISION S.A.,SEGURO DE VIDA INDIVIDUAL CON CUENTA ÚNICA DE INVERSIÓN,"CAD320150818
CAD320150819
CAD320150820
CAD320150821
CAD320150822
CAD320210003
","- Vida Flexible
", - , - 
POL220170152,19/07/2017,SEGUROS DE VIDA SURA S.A.,SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220131344
CAD220131345
CAD220131346
","- Vida Flexible
", - , - 
POL220170151,14/07/2017,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,SEGURO DE BENEFICIOS DE GASTOS MÉDICOS POR ACCIDENTE,,"- Vida
", - , - 
POL120170150,13/07/2017,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE ASISTENCIA DE MASCOTAS,,"- Otro tema
", - , - 
POL120170149,13/07/2017,SEGUROS GENERALES SURAMERICANA S.A.,POLIZA DE MASCOTAS,"CAD120180078
","- Otro tema
", - , - 
POL120170148,13/07/2017,HDI SEGUROS S.A.,POLIZA DE GARANTIA A PRIMER REQUERIMIENTO Y DE EJECUCION INMEDIATA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL320170147,10/07/2017,ZURICH SANTANDER SEGUROS DE VIDA CHILE S.A.,SEGURO DE REEMBOLSO DE GASTOS MÉDICOS PARA TRATAMIENTO ONCOLÓGICO ,,"- Salud
", - , - 
POL420170146,10/07/2017,SOLUNION CHILE SEGUROS DE CREDITO S.A.,"
POLIZA DE SEGURO DE CREDITO GLOBAL
",,"- Créditos
- MODELO PROHIBIDO
", - ,4996 del 13/10/2017
CAD220170145,03/07/2017,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,CLAUSULA DE VIDA TEMPORAL ADICIONAL,"POL220160216
POL220170161
","- Vida
", - , - 
CAD320170144,03/07/2017,CHILENA CONSOLIDADA SEGUROS DE VIDA S.A.,CLAUSULA DE VIDA TEMPORAL ADICIONAL,"POL220160216
","- Vida Flexible
", - , - 
POL220170143,30/06/2017,SEGUROS DE VIDA SURA S.A.,SEGURO DE VIDA INDIVIDUAL CON AHORRO,"CAD220131344
CAD220131345
CAD220131346
","- Vida
", - , - 
POL120170142,21/06/2017,ORION SEGUROS GENERALES S.A.,SEGURO CIBERNETICO,,"- Otro tema
", - , - 
POL320170141,21/06/2017,BCI SEGUROS VIDA S.A.,SEGURO DE ASISTENCIA DENTAL,,"- Salud
", - , - 
POL420170140,20/06/2017,CESCE CHILE ASEGURADORA S.A.,PAY PER COVER,,"- Créditos
- MODELO PROHIBIDO
- Otro tema
", - ,4996 del 13/10/2017
CAD120170139,19/06/2017,SEGUROS GENERALES SURAMERICANA S.A.,CLÁUSULA ADICIONAL DE ROBO CON FUERZA EN LAS COSAS Y ROBO CON VIOLENCIA EN LAS PERSONAS ,"POL120130705
POL120131824
POL120131825
","- Transportes y Cascos
", - , - 
CAD120170138,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE SAQUEO Y DAÑOS MATERIALES POR SAQUEO DURANTE HUELGA O DESORDEN POPULAR,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170137,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,"CLÁUSULA ADICIONAL DE INCENDIO Y DAÑOS MATERIALES CAUSADOS POR RIESGOS DE LA NATURALEZA, EXCEPTO SISMO","POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170136,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES POR EXPLOSIÓN,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170135,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,"CLÁUSULA ADICIONAL DE DAÑOS MATERIALES O INCENDIO A CONSECUENCIA DIRECTA DE HUELGA, DESORDEN POPULAR O ACTOS TERRORISTAS","POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170134,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES O INCENDIO A CONSECUENCIA DE HUELGA O DESORDEN POPULAR,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170133,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR VEHÍCULOS MOTORIZADOS,"POL120170129
","- Incendio
- Multirriesgo
- Vehiculos Motorizados
", - , - 
CAD120170132,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR ROTURA DE CAÑERÍAS O POR DESBORDAMIENTO DE ESTANQUES MATRICES,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
CAD120170131,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE DAÑOS MATERIALES CAUSADOS POR AERONAVES,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
- Vehiculos Motorizados
", - , - 
CAD120170130,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLÁUSULA ADICIONAL DE COLAPSO DE EDIFICIO,"POL120170129
","- Incendio
- Multirriesgo
- Varios Seg. Generales
", - , - 
POL120170129,15/06/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,PÓLIZA DE SEGURO MULTIRRIESGOS HOGAR,"CAD120170130
CAD120170131
CAD120170132
CAD120170133
CAD120170134
CAD120170135
CAD120170136
CAD120170137
CAD120170138
CAD120200022
CAD120200223
CAD120200224
CAD120200225
","- Incendio
- Multirriesgo
- Responsabilidad Civil
- Robo
", - , - 
POL220170128,15/06/2017,CHILEVIDA CORREDORES DE SEGUROS LIMITADA,Póliza de Garantía corredores Comercio,,"- MODELO PROHIBIDO
- Vida
", - ,4406 del 14/05/2024
POL320170127,14/06/2017,BANCHILE SEGUROS DE VIDA S.A.,POLIZA DE INCAPACIDAD TEMPORAL A CAUSA DE ACCIDENTE O ENFERMEDAD,,"- Salud
", - , - 
CAD320170126,14/06/2017,BANCHILE SEGUROS DE VIDA S.A.,"CLAUSULA ADICIONAL PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS
","POL220130329
","- Salud
", - , - 
CAD320170125,14/06/2017,BANCHILE SEGUROS DE VIDA S.A.,CLAUSULA ADICIONAL DE ENFERMEDADES GRAVES,"POL220130329
","- Salud
", - , - 
POL320170124,13/06/2017,COMPAÑIA DE SEGUROS CONFUTURO S.A.,PÓLIZA MUERTE ACCIDENTAL,"CAD320170080
","- Accidentes Personales
", - , - 
POL320170123,12/06/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO PARA PRESTACIONES MÉDICAS DE ALTO COSTO,"CAD220130244
","- Salud
", - , - 
POL220170122,12/06/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,"PÓLIZA DE SEGURO TEMPORAL DE VIDA CON CUENTA DE CAPITALIZACIÓN Y AHORRO 
",,"- Vida
", - , - 
POL120170121,09/06/2017,CMF,Póliza de seguro de incendio para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"CAD120170084
CAD120170085
CAD120170086
CAD120170087
CAD120170088
CAD120170089
CAD120170090
CAD120170091
CAD120170092
CAD120170093
CAD120170094
CAD120170095
CAD120170096
CAD120170097
CAD120170098
CAD120200127
CAD120200169
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
POL320170120,07/06/2017,SEGUROS CLC S.A.,PÓLIZA DE SEGURO PARA PRESTACIONES MÉDICAS POR ACCIDENTES DETERMINADOS,,"- Accidentes Personales
", - , - 
POL120170119,06/06/2017,CESCE CHILE ASEGURADORA S.A.,PÓLIZA DE GARANTÍA DE CUMPLIMIENTO DE CONTRATO Y SIN LIQUIDADOR,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL120170118,30/05/2017,COMPAÑIA DE SEGUROS DE CREDITO CONTINENTAL S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO ,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL120170117,30/05/2017,COMPAÑIA DE SEGUROS DE CREDITO CONTINENTAL S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
CAD320170116,26/05/2017,EUROAMERICA SEGUROS DE VIDA S.A.,Cobertura Adicional de Salud ,"POL220131829
POL220131831
POL220131832
POL220160009
POL220160010
POL220160368
POL220160369
","- Salud
", - , - 
CAD220170115,25/05/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,CLÁUSULA DE PAGO A TODO EVENTO EN CASO DE FALLECIMIENTO,"POL320130085
POL320130103
","- Vida
", - , - 
CAD120170114,24/05/2017,COMPAÑIA DE SEGUROS GENERALES CONSORCIO NACIONAL DE SEGUROS S.A.,CLAUSULA ADICIONAL DE RESPONSABILIDAD CIVIL PROVENIENTE DE DAÑOS Y PERJUICIOS CAUSADOS POR MASCOTAS,"POL120160278
","- Responsabilidad Civil
", - , - 
POL320170113,22/05/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,SEGURO DE SALUD ONCOLÓGICO,,"- Salud
", - , - 
POL320170112,19/05/2017,SEGUROS CLC S.A.,PÓLIZA DE SEGURO COLECTIVO PARA PRESTACIONES MÉDICAS DERIVADAS DE ACCIDENTE Y ENFERMEDAD,,"- Salud
", - , - 
POL120170111,19/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL120170110,19/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,POLIZA DE SEGURO DE GARANTIA A PRIMER REQUERIMIENTO PARA CONCESIONES DE OBRAS PÚBLICAS,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL120170109,19/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,POLIZA DE GARANTIA DE CUMPLIMIENTO DE CONTRATO EN GENERAL Y DE EJECUCION INMEDIATA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL120170108,17/05/2017,COMPAÑIA DE SEGUROS DE CREDITO CONTINENTAL S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
CAD320170107,16/05/2017,COMPAÑIA DE SEGUROS CONFUTURO S.A.,"CLAUSULA PAGO ANTICIPADO DEL CAPITAL ASEGURADO EN CASO DE 
INVALIDEZ PERMANENTE Y DEFINITIVA DOS TERCIOS
","POL220160350
","- Salud
", - , - 
POL320170106,12/05/2017,HDI SEGUROS DE VIDA S.A.,POLIZA DE SEGURO PARA PRESTACIONES MÉDICAS DE MATERNIDAD,,"- Salud
", - , - 
POL420170105,11/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,POLIZA DE GARANTIA DE CUMPLIMIENTO DE CONTRATO EN GENERAL Y DE EJECUCION INMEDIATA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL420170104,11/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,POLIZA DE SEGURO DE GARANTIA A PRIMER REQUERIMIENTO PARA CONCESIONES DE OBRAS PÚBLICAS,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL320170103,10/05/2017,METLIFE CHILE SEGUROS DE VIDA S.A.,PÓLIZA DE SEGURO DE FALLECIMIENTO ACCIDENTAL CON CUENTA DE CAPITALIZACIÓN Y AHORRO ,"CAD320170223
","- Accidentes Personales
", - , - 
POL120170102,10/05/2017,AVLA SEGUROS DE CREDITO Y GARANTIA S.A.,PÓLIZA DE GARANTÍA A PRIMER REQUERIMIENTO Y A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4406 del 14/05/2024
POL120170101,10/05/2017,ORION SEGUROS GENERALES S.A.,SEGURO RIESGO CIBERNETICO,,"- Otro tema
", - , - 
POL120170100,09/05/2017,ASEGURADORA PORVENIR S.A.,PÓLIZA DE SEGURO DE CAUCIÓN A LA VISTA,,"- Garantías y Fidelidad
- MODELO PROHIBIDO
", - ,4295 del 06/09/2017
POL120170099,09/05/2017,ZURICH SANTANDER SEGUROS GENERALES CHILE S.A.,POLIZA DE SEGURO POR DESEMPLEO O INCAPACIDAD TEMPORAL,,"- Otro tema
", - , - 
CAD120170098,08/05/2017,CMF,Cláusula adicional de saqueo y daños materiales por saqueo durante huelga o desorden popular para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170097,08/05/2017,CMF,Cláusula adicional de daños materiales causados a consecuencia directa de huelga o desorden popular para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170096,08/05/2017,CMF,"Cláusula adicional de daños materiales por incendio y explosión a consecuencia directa de huelga, desorden popular o actos terroristas, para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845)","POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170095,08/05/2017,CMF,Cláusula adicional de daños materiales causados por explosión para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170094,08/05/2017,CMF,Cláusula adicional de rotura accidental de cristales para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170093,08/05/2017,CMF,Cláusula adicional de daños materiales causados por vehículos motorizados para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170092,08/05/2017,CMF,Cláusula adicional de daños materiales causados por roturas de cañerías o por desbordamiento de estanques matrices para establecimientos educacionales adquiridos con créditos con Garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170091,08/05/2017,CMF,Cláusula adicional de daños materiales causados por robo para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170090,08/05/2017,CMF,Cláusula adicional de incendio y daños materiales causados por riesgos de la naturaleza para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170089,08/05/2017,CMF,Cláusula adicional de daño eléctrico para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170088,08/05/2017,CMF,"Cláusula adicional de incendio y daños materiales causados por colapso de edificio, construcción o demolición de edificios colindantes, para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845)","POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170087,08/05/2017,CMF,"Cláusula adicional de daños materiales causados por choque o colisión con objetos fijos o flotantes, incluyendo naves, para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845)","POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
CAD120170086,08/05/2017,CMF,Cláusula adicional de daños materiales causados por aeronaves para establecimientos educacionales adquiridos con créditos con garantía de la Corporación de Fomento de la Producción (Ley 20.845),"POL120170083
POL120170121
","- Depositada por CMF
- Establec. Educacional (Ley 20.845)
- Incendio
", 2746 del 13/06/2017, - 
